"Менеджер","Контрагент","Итого","cnt_first","cnt_second"
Самбурова Ольга Владиславовна,ПружаныИнновации ООО (АЗЕРБАЙДЖАН),192883.88,2,2
Белозерский Денис Александрович,ТАУ-ПЛЮС ООО,514819.23,4,3
Кузьмин Игорь Дмитриевич,ХойникиФарма АО (БЕЛАРУСЬ),9790.08,1,0
Антоненко Ольга Александровна,НесвижКонсалт АО (ГРУЗИЯ),1500.00,0,1
Махоткина Ирина Юрьевна,НаровляПроект АО (БЕЛАРУСЬ),11685.98,1,0
Белозерский Денис Александрович,БЕРЕГ-КОМ ООО,945452.64,1,1
Самбурова Ольга Владиславовна,ШкловСервис АО (МОЛДОВА),8141.86,0,1
Катынкина Елена Александровна,ФанипольПроект АО (БЕЛАРУСЬ),9504.00,1,0
Самбурова Ольга Владиславовна,КировскЭнерго ТОО (ТУРКМЕНИСТАН),136641.00,0,2
Антоненко Ольга Александровна,ЧечерскЭкспорт ТОО (КИРГИЗИЯ),59646.50,0,1
Самбурова Ольга Владиславовна,БрагинКом ТОО (ТУРКМЕНИСТАН),187327.56,2,2
Рудова Евгения Константиновна,МоскваСервис АО (МОЛДОВА),11880.00,1,0
Катынкина Елена Александровна,ГродноТех АО (БЕЛАРУСЬ),19440.00,0,2
Самбурова Ольга Владиславовна,АлматыФинанс ТОО (АРМЕНИЯ),15546.44,3,0
Кузьмин Игорь Дмитриевич,СлуцкИнвест АО (БЕЛАРУСЬ),4531.80,0,1
Катынкина Елена Александровна,ДонецкПроект АО,100810.33,4,3
Рудова Евгения Константиновна,ЭпсилонЛогистика ТОО (КИРГИЗИЯ),71192.54,1,0
Катынкина Елена Александровна,АлтайИнвест АО,70771.68,0,1
Самбурова Ольга Владиславовна,БерезаТрейд ТОО (КАЗАХСТАН),49987.97,2,0
Лавар Владимир Игоревич,ДЕЛЬТА-ИНВЕСТ ООО,86452.40,2,1
Самбурова Ольга Владиславовна,ПружаныЭкспорт ТОО (КИРГИЗИЯ),66420.00,0,1
Белозерский Денис Александрович,ОКЕАН-КОМ ООО,266310.32,5,5
Махоткина Ирина Юрьевна,ПинскИнвест ООО (БЕЛАРУСЬ),33003.94,1,0
Катынкина Елена Александровна,СветлогорскФарма АО (БЕЛАРУСЬ),3949787.54,6,5
Мусина Елена Константиновна,КраснопольеСтрой АО (БЕЛАРУСЬ),7542.60,2,0
Антоненко Ольга Александровна,ЭКОНОМ-СТРОЙ ООО,11756.06,1,1
Махоткина Ирина Юрьевна,ЛепельСтрой ТОО (БЕЛАРУСЬ),41977.15,0,1
Самбурова Ольга Владиславовна,СахалинЭкспорт АО (УКРАИНА),5061.12,1,0
Лавар Владимир Игоревич,ТЕТА-СТРОЙ ООО,85983.82,2,4
Белозерский Денис Александрович,ЗЕТА-ИНВЕСТ ООО,672207.79,1,2
Мусина Елена Константиновна,ХойникиПроект АО (БЕЛАРУСЬ),25681.03,1,0
Белозерский Денис Александрович,ЭПСИЛОН-КОМ ООО,211569.11,2,2
Белозерский Денис Александрович,ТАУ-ЭЛЕКТРО ООО,126000.00,0,1
Белозерский Денис Александрович,ДЕЛЬТА-ЭЛЕКТРО ООО,24191.88,1,1
Белозерский Денис Александрович,ВОЛГА-ЭНЕРГО ООО,110972.16,1,0
Самбурова Ольга Владиславовна,ИвановоЭнерго ТОО (ТУРКМЕНИСТАН),5184.00,1,0
Рудова Евгения Константиновна,МарсЭнерго АО (РОССИЯ),10947.74,0,1
Рудова Евгения Константиновна,ОрелПроект АО (УКРАИНА),206134.38,2,1
Кузьмин Игорь Дмитриевич,НаровляИндустрия ООО (БЕЛАРУСЬ),15561.41,0,2
Самбурова Ольга Владиславовна,ЛепельКонсалт АО (ГРУЗИЯ),8659.76,0,1
Самбурова Ольга Владиславовна,СлавгородМаш ТОО (ТУРКМЕНИСТАН),8492.55,0,1
Лавар Владимир Игоревич,АЛЬФА-18 ООО,207980.78,3,3
Антоненко Ольга Александровна,МстиславльФарма ООО (УЗБЕКИСТАН),3851449.48,6,3
Грозова Лариса Николаевна,"ОАО ""АММОФОС""",20070.61,1,0
Нечесова Наталья Валерьевна,АЛЬФА-22 ООО,11053.96,1,0
Антоненко Ольга Александровна,КлимовичМаш ООО (ТАДЖИКИСТАН),143144.98,4,4
Лавар Владимир Игоревич,СИГМА-ПЛЮС ООО,39633.18,2,0
Леонов Евгений Николаевич,ЖодиноМед ООО (БЕЛАРУСЬ),4127.54,1,0
Грозова Лариса Николаевна,"АО ""АРХАНГЕЛЬСКИЙ ЦБК"", АЦБК",67129.40,3,1
Антоненко Ольга Александровна,ГоркиЛогистика ООО (БЕЛОРУСЬ),46542.60,1,0
Леонов Евгений Николаевич,СлуцкЛогистика АО (БЕЛАРУСЬ),2759.74,1,0
Антоненко Ольга Александровна,КалинковичиЭнерго ТОО (ТУРКМЕНИСТАН),13466.16,0,1
Самбурова Ольга Владиславовна,ЧаусыКом АО (РОССИЯ),37301.07,0,1
Самбурова Ольга Владиславовна,КомаринЭкспорт АО (УКРАИНА),40824.00,1,1
Грозова Лариса Николаевна,"ООО ""ТеплоЭнергоСтройМонтаж""",34585.58,1,1
Белозерский Денис Александрович,МОСКВА-СТРОЙ ООО,5378.52,0,1
Антоненко Ольга Александровна,ЧашникиТех ТОО (ТУРКМЕНИСТАН),1100.00,1,0
Антоненко Ольга Александровна,КраснопольеЭнерго ТОО (БЕЛАРУСЬ),845959.85,6,5
Мусина Елена Константиновна,ХотимскФарма ООО (БЕЛАРУСЬ),148608.00,1,0
Белозерский Денис Александрович,КАППА-ПЛЮС ООО,3359.20,0,1
Катынкина Елена Александровна,ЛидаТрейд ООО (БЕЛАРУСЬ),1530.10,1,0
Антоненко Ольга Александровна,КраснопольеТрейд ТОО (КАЗАХСТАН),315954.45,6,2
Махоткина Ирина Юрьевна,УшачиФарма АО (БЕЛАРУСЬ),552936.64,0,3
Самбурова Ольга Владиславовна,БрестМед ООО (УЗБЕКИСТАН),1670419.32,4,5
Махоткина Ирина Юрьевна,ВитебскМед ТОО (БЕЛАРУСЬ),98280.00,1,0
Рудова Евгения Константиновна,БайкалПроект АО (МОЛДОВА),267282.18,6,2
Леонов Евгений Николаевич,НесвижЭнерго ООО (БЕЛАРУСЬ),101304.00,2,1
Грозова Лариса Николаевна,ЕВРОИНОКС ООО,13633.70,1,0
Самбурова Ольга Владиславовна,КалинковичиТех АО (РОССИЯ),173563.49,1,0
Махоткина Ирина Юрьевна,БрагинФарма АО (БЕЛАРУСЬ),94339.20,0,1
Лавар Владимир Игоревич,БЕТА-СТРОЙ ООО,247169.67,2,2
Белозерский Денис Александрович,ИПСИЛОН-ИНЖ ООО,714874.20,5,2
Самбурова Ольга Владиславовна,ОдессаПроект АО (УКРАИНА),648951.05,2,5
Леонов Евгений Николаевич,ДубровноТрейд ООО (БЕЛАРУСЬ),151683.84,1,0
Катынкина Елена Александровна,АктобеЭнерго ТОО (КАЗАХСТАН),3044.04,1,0
Антоненко Ольга Александровна,МстиславльПроект АО (УКРАИНА),42401.99,0,1
Кузьмин Игорь Дмитриевич,ТуровИнновации ООО (БЕЛАРУСЬ),3564.00,0,1
Грозова Лариса Николаевна,ООО «М-Траст»,495708.60,4,3
Антоненко Ольга Александровна,ТайгаЛогистика АО,2218720.01,6,4
Антоненко Ольга Александровна,КобринСервис ТОО (АРМЕНИЯ),205660.43,2,1
Леонов Евгений Николаевич,РоТехнологии ООО,7568.00,1,0
Рудова Евгения Константиновна,ЮжноСахалинскСервис ООО (БЕЛОРУСЬ),154106.67,2,2
Белозерский Денис Александрович,ПСИ-ИНЖ ООО,46997.53,1,0
Махоткина Ирина Юрьевна,СтолинИнвест ООО (БЕЛАРУСЬ),11152.08,1,0
Грозова Лариса Николаевна,"ООО ""АМТ Н.В.""",22680.00,1,0
Махоткина Ирина Юрьевна,ЧечерскФарма АО (БЕЛАРУСЬ),594698.04,1,1
Любецкая Юлия Михайловна,ТОБОЛ-ПРОМ ООО,982381.25,6,5
Антоненко Ольга Александровна,СлавгородПроект ТОО (КИРГИЗИЯ),181440.00,0,2
Самбурова Ольга Владиславовна,ГродноКонсалт АО (ГРУЗИЯ),59210.76,1,0
Катынкина Елена Александровна,МордовияЭкспорт АО,239349.43,3,3
Белозерский Денис Александрович,"ООО ""АМТ Н.В.""",1072284.77,1,2
Нечесова Наталья Валерьевна,СИГМА-КОМ ООО,1470627.70,4,5
Грозова Лариса Николаевна,ФиннТрейд ТОО,93139.20,1,4
Мусина Елена Константиновна,БобруйскИнвест ООО (БЕЛАРУСЬ),12169.80,1,0
Кузьмин Игорь Дмитриевич,БрагинЭнерго ООО (БЕЛАРУСЬ),3165.90,1,0
